SKU,ItemTitle,ItemDescription,ItemBulletPoint,ItemDescription_2,Manufacturer,MfrPartNum,SellUOM,ItemPrice,ItemFactTag,Segment,Segment Name,Category,Category Name,Class,Class Name,Sub-Class,Sub-Class Name
30242,"Willow Creek Press Hobbies Monthly Wall Calendar, 12"" x 12"", Union Pacific, January To December 2022","12 high-quality, full-color images make these Wall Calendars the best around.","<ul><li>1 page per month. Grids provide ample space to write important information.</li> <li>12 months: January to December. Holidays, observances and moon phases are marked.</li> <li>Made with high-quality paper.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Protective shrinkwrap</li> <li>Stylish hobby-centric design.</li></ul>",,WILLOW CREEK PRESS,19931,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
27852,Adams® Claim of Lien,Includes 4 easy-to-use forms with step-by-step instructions,<ul><li>Protect yourself from potential complications or misunderstandings.</li></ul>,,TOPS BUSINESS FORMS,LF136,EA,0.01,* Protect yourself All necessary paperwork,SEG_300000,"Dated, Forms & Record Keeping",CAT_320000,Business & Tax Forms,CLS_321000,Forms - Business,SUB_321001,Forms - Contractor
28496,"ComplyRight™ 1099-B Tax Forms, 2-Up, Recipient Copy B, Laser, 8-1/2"" x 11"", Pack Of 100 Forms","Use these important tax form to report sales or redemptions of securities, commodities and exchange transactions. The forms are printed on acid-free sheets, making them great for archiving.","<ul><li>For reporting sales or redemptions of securities, futures transactions, commodities and barter exchange transactions.</li> <li>Acid free to reduce fading and yellowing.</li> <li>Compatible with laser printers.</li></ul>",,"TAX FORMS PRINTING, INC.",51545020,EA,7.68,,SEG_300000,"Dated, Forms & Record Keeping",CAT_320000,Business & Tax Forms,CLS_326000,Forms - Tax Preparation,SUB_326001,Forms - Tax
28956,"Blue Sky™ Egg Press Monthly Desk Pad, 17"" x 11"", Dots, January To December 2020","Keep this Egg Press desk pad from Blue Sky in your workspace to keep track of important events, deadlines and appointments. The desk pad covers 1 month per page and features a reference calendar to simplify your planning.","<ul><li>1 page per month. Features a reference calendar for easy, long-term planning.</li> <li>Spacious daily blocks accommodate your deadlines, events and vacations.</li> <li>12 months: January to December.</li> <li>Dots design adds a stylish look to your desk space.</li></ul>",,BLUE SKY THE COLOR OF IMAGINATION LLC,117434,EA,0.01,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_331000,Desk Calendars,SUB_331002,Calendars - Desk
28523,"ComplyRight™ 1099-K Tax Forms, 2-Up, Payee Copy B, Laser, 8-1/2"" x 11"", Pack Of 100 Forms","If you are trying to report important details like payments made in the settlement of reportable payment transaction, consider using these helpful forms in your printer. The 1099-K forms are acid free and laser cut.","<ul><li>Helps you report payments made in the settlement of reportable payment transactions for each calendar year, including merchant card and 3rd-party network payments.</li> <li>Laser cut to help reduce the risk of paper jams.</li> <li>Acid free to stand up to fading,</li> <li>2-up Payee Copy B.</li></ul>",,"TAX FORMS PRINTING, INC.",53265021,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_320000,Business & Tax Forms,CLS_326000,Forms - Tax Preparation,SUB_326001,Forms - Tax
30200,"Willow Creek Press Hobbies Monthly Wall Calendar, 12"" x 12"", FSC® Certified, American Muscle Cars, January to December 2021, 10419","12 high-quality, full-color images make these Wall Calendars the best around.","<ul><li>1 page per month. Grids provide ample space to write important information.</li> <li>12 months: January to December. Holidays, observances and moon phases are marked.</li> <li>Made with high-quality paper.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Protective shrinkwrap</li> <li>Full-color images of American hot rod accompany each monthly grid.</li> <li>Eco-conscious choice — has one or more meaningful eco-attributes or eco-labels.</li></ul>",,WILLOW CREEK PRESS,10419,EA,15.36,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
28171,"Medicaid-Compliant High-Security Perforated Laser Prescription Forms, 1/4-Sheet, 4-Up, 8-1/2"" x 11"", Blue, Pack Of 500 Sheets","Use the Medicaid-Compliant High-Security Perforated Laser Prescription Forms to provide your patients with a physical copy of their prescriptions when leaving your office. The security features help protect against tampering, altering or copying.","<ul><li>Print patient prescriptions, so they have a physical copy when leaving your office.</li> <li>Laser sheet design for ease of use.</li> <li>Designed to exceed state and federal guidelines. Check to ensure the sheets comply with your specific state guidelines prior to ordering.</li> <li>Security features help protect your business and defend against copying, altering or tampering.</li> <li>Medicaid-compliant design.</li> <li>Each prescription form measures 4-1/4"" x 5-1/2"".</li> <li>4-up design provides 4 prescription forms per sheet.</li></ul>",,TAYLOR CORP,PRESLBL4,BX,54.37,,SEG_300000,"Dated, Forms & Record Keeping",CAT_320000,Business & Tax Forms,CLS_323000,Forms - Healthcare,SUB_323001,Forms - HIPAA Compliance
31628,"Brown Trout Monthly Life Wall Calendar, 12"" x 12"", Outhouses, January To December 2021","Brighten up your work space with a Brown Trout Monthly Life Wall Calendar. Each daily block offers plenty of open planning space, and unique images add a pop of personality to your office or desk.",<ul><li>1 page per month.</li> <li>Large daily blocks are ideal for notes and flexible scheduling.</li> <li>12 months: January to December.</li> <li>Pages are securely stapled.</li></ul>,,BROWNTROUT PUBLISHERS INC.,9.78198e+12,EA,13.16,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
28164,"Patient Valuable Form And Paper Envelope, Sequentially Numbered, 3-Part, 9"" x 12"", Pack Of 1,000 Sets","Help protect your patients valuables when they visit your offices. Patient valuable bags are necessary in many locations, for out-patient surgeries, ambulances and prisons to store a patients small valuables like money, rings, wallet and jewelry. The 3 pa","<ul><li>9"" x 12"" Heavy duty paper envelope</li> <li>3 Part form for recordkeeping</li> <li>Sequentially numbered</li> <li>Perforated receipt form included</li> <li>Perforated 3-part form allows the listing of valuables, so the patient can claim their belongings.</li></ul>",,TAYLOR CORP,W-PVE-9121000,BX,413.48,,SEG_300000,"Dated, Forms & Record Keeping",CAT_320000,Business & Tax Forms,CLS_323000,Forms - Healthcare,SUB_323001,Forms - HIPAA Compliance
32594,"Blue Sky™ Laminated Wall Calendar, 36"" x 24"", Croix, July 2021 To June 2022, 135712","Plan your year in advance with the Blue Sky Laminated Wall Calendar. Large daily blocks are ideal for flexible scheduling, while the dual-sided design allows you to choose a vertical or horizontal orientation to suit your space.",<ul><li>Planning and organizing helps you save time to get more done.</li> <li>A full-year view in 1 glance.</li> <li>Dual design features a horizontal and vertical orientation.</li> <li>12 months: July to June.</li> <li>Compatible with dry-erase markers.</li> <li>Can be erased with a cloth or tissue.</li> <li>Rolls up for easy transport.</li> <li>Stylish Croix print.</li></ul>,,BLUE SKY THE COLOR OF IMAGINATION LLC,135712,EA,19.73,"* Keeps you up to date 36"" x 24"" Croix July 2021 To June 2022",SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332002,"Calendars - Wall, Erasable"
29987,"AT-A-GLANCE® Monthly Wall Calendar, 15-1/2"" x 22-3/4"", January To December 2019","Keep track of your upcoming meetings, appointments and parties with this AT-A-GLANCE wall calendar. The large daily blocks are ruled to help you plan out a structured schedule, and each page provides a helpful reference calendar for the rest of the year.","<ul><li>1 page per month. Each page provides a listing of the months of the year at the bottom for a simple reference calendar.</li> <li>January to December 2019 wall calendar with large, ruled blocks helps you manage day-to-day priorities.</li> <li>12 months: January to December.</li> <li>Monthly wall calendar's wirebound design features a reinforced hanging loop for reliable wall placement.</li> <li>Bold print for regular days and red print for federal holidays.</li></ul>",,"ACCO BRANDS USA, LLC",PM32819,EA,0.01,* Track your upcoming plans * Ruled daily blocks * Wire binding Office Depot paper Markers FORAY pens,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
32613,"Blue Sky™ Monthly Laminated Calendar, 24"" x 36"", Analeis, January To December 2022, 100029","Keep your plans up to date thanks to the Blue Sky Monthly Laminated Calendar. Use a dry-erase marker to write in appointments, events and due dates that can be erased if plans change.",<ul><li>View all 12 months in a single glance.</li> <li>Double-sided design shows vertical and horizontal views.</li> <li>Large daily blocks offer ample planning space.</li> <li>12 months: January to December.</li> <li>Laminated design is erasable when using dry-erase markers.</li> <li>Stylish Analeis design.</li></ul>,,BLUE SKY THE COLOR OF IMAGINATION LLC,100029-22,EA,18.63,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332002,"Calendars - Wall, Erasable"
30357,"Willow Creek Press Scenic Monthly Wall Calendar, 12"" x 12"", Garden View, January To December 2022","12 high-quality, full-color images make these Wall Calendars the best around.","<ul><li>1 page per month. Grids provide ample space to write important information.</li> <li>12 months: January to December. Holidays, observances and moon phases are marked.</li> <li>Made with high-quality paper.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Protective shrinkwrap</li> <li>Wrapped in protective shrink wrap.</li></ul>",,WILLOW CREEK PRESS,18002,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
29627,"Lang Turner Licensing Monthly Desk Calendar, 22” x 17”, New England Patriots, January To December 2022",Keep all of your plans in order with a Lang Turner Licensing monthly desk pad calendar. Each desk pad contains specific areas to jot down notes.,<ul><li>1 page per month with spacious daily blocks for plans and reminders.</li> <li>Includes international holidays each month.</li> <li>Each page includes a notes section.</li> <li>12 months: January to December.</li></ul>,,PERFECT TIMING INC,22998061543,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_331000,Desk Calendars,SUB_331002,Calendars - Desk
31238,"TF Publishing Scenic Monthly Wall Calendar, 12"" x 12"", Happy Camper, January To December 2021","Brighten up your work space by hanging a TF Publishing Scenic Monthly Wall Calendar. Each monthly grid includes daily blocks with plenty of space for scheduling events and appointments, and full-color images add a touch of personality to your office.",<ul><li>1 page per month.</li> <li>Monthly grids include large daily blocks for scheduling.</li> <li>12 months: January to December.</li> <li>Includes a bonus 4-month view from January to April.</li> <li>Pages are securely saddle-stitched.</li></ul>,,"THE TIME FACTORY, INC.",21-1191,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31200,"TF Publishing Monthly Wall Calendar, 12"" x 12"", Golden Retrievers, January To December 2021","Keep track of your appointments, reminders and deadlines with this TF Publishing Monthly Wall Calendar. The calendar offers ample space on each calendar grid to accommodate plenty of notes.",<ul><li>1 page per month.</li> <li>12 months: January to December.</li> <li>Pages are saddle stitched together.</li> <li>Features 13 full-color images.</li> <li>Includes a 4-month view of January to April 2022.</li> <li>Calendar is printed on premium gloss paper.</li></ul>,,"THE TIME FACTORY, INC.",21-1015,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
32218,"House of Doolittle Earthscapes Wildlife Monthly Wall Calendar - Julian Dates - Monthly - 1 Year - January 2022 till December 2022 - 1 Month Single Page Layout - 12"" x 16 1/2"" Sheet Size - 1.63"" x 2"" Block - Wire Bound - 1 Each",,"<ul><li>Features a wildlife photo and inspirational quote on each month</li> <li>Julian dates and days remaining; a full-year calendar reference</li> <li>One-page-per-month format with unruled daily blocks</li> <li>Ranges 12 months from January to December</li> <li>Page size: 12"" x 16-1/2""; Block size: 1-5/8"" x 2""; 100% post-consumer material</li></ul>","<p>Wall calendar features a wildlife photo and inspirational quote on each month. Dated planning pages range 12 months from January to December. One-page-per-month format includes unruled daily blocks (1-5/8"" x 2""), Sunday-through-Saturday scheduling, full-year calendar reference, and count of days/days remaining. Wall calendar features wire binding with a hanger and is printed with soy ink on paper made with a high percentage of recycled material.</p>",HOUSE OF DOOLITTLE,3732,EA,15.22,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31601,"Brown Trout Regional Monthly Wall Calendar, 12"" x 12"", Ohio Places, January To December 2021","Add beauty to your scheduling with this Brown Trout Regional Monthly Wall Calendar. The lovely photographs allow you to show off your favorite state or region in your home or office, while also keeping track of your appointments, deadlines and more.",<ul><li>1 page per month. Offers ample space to write down appointments and tasks.</li> <li>12 months: January to December.</li> <li>Pages are stapled together for durability.</li></ul>,,BROWNTROUT PUBLISHERS INC.,9.78198e+12,EA,15.04,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
29497,"Blueline® Monthly Desk Calendar, 16"" x 21-1/4"", Blue/Green, January To December 2022, C181731","Stay on top of appointments, meetings, due dates and more with help from the Blueline Monthly Desk Pad. A dedicated notes section gives you room to mark down goals, reminders and to-do's.","<ul><li>1 page per month.</li> <li>Spreads include large daily blocks, a dedicated notes section and a yearly reference.</li> <li>12 months: January to December.</li> <li>Reinforced chipboard backing offers a stable writing surface.</li> <li>Sheets are perforated for easy removal.</li></ul>",,"REDIFORM, INC.",C181731-22,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_331000,Desk Calendars,SUB_331002,Calendars - Desk
32083,"Lang Turner Licensing Monthly Wall Calendar, 12"" x 24"", Miami Dolphins, January To December 2022","Show off your sports fandom with a Lang Turner Licensing monthly wall calendar. Each calendar features detailed full-color photos of your favorite players, teams and stadiums to brighten your workspace each month.",<ul><li>1 page per day with spacious daily blocks.</li> <li>12 months: January to December.</li> <li>Bonus page features September – December.</li> <li>Stapled binding for year-long durability.</li></ul>,,PERFECT TIMING INC,22998011915,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
32443,"Lang Monthly Wall Calendar, 10”H x 13-7/16”W, Truckin’ Along, January To December 2022",Stay on top of your busy schedule with help from the Lang monthly wall calendar. Each wall calendar features 12 full-color images to brighten your space.,<ul><li>1 page per month with spacious daily blocks.</li> <li>12 months: January to December.</li> <li>Linen-embossed paper stock offers durability.</li> <li>Brass hanging grommet helps prevent tearing.</li></ul>,,PERFECT TIMING INC,22991002010,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
29865,"TF Publishing Large Desk Blotter Calendar, 17"" x 22"", Holiday, July 2022 To June 2023","Keep track of your busy schedule with the TF Publishing Large Desk Blotter Calendar. Spacious monthly spreads give plenty of room to jot down reminders, phone numbers, notes and engagements.",<ul><li>1 page per month with large grids for daily planning with an overview of the previous and upcoming months.</li> <li>12 months: July to June.</li> <li>Corner protectors help pages lie flat.</li> <li>Drilled holes allow for wall hanging.</li></ul>,,"THE TIME FACTORY, INC.",AY-LBL-23-8202,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_331000,Desk Calendars,SUB_331002,Calendars - Desk
29256,"TF Publishing Monthly Desk Pad Calendar, 22"" x 17"", Maxine, January To December 2021","Keep track of appointments, to-dos and reminders with this TF Publishing Monthly Desk Pad Calendar. The calendar provides extra-large monthly grids to offer plenty of space to jot down important items.",<ul><li>1 page per month. Features a view of past and future months.</li> <li>12 months: January to December.</li> <li>Extra-large monthly grids provide ample writing space.</li> <li>Pages tear off easily.</li> <li>Holes allow for simple wall hanging.</li></ul>,,"THE TIME FACTORY, INC.",21-8052,EA,19.31,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_331000,Desk Calendars,SUB_331002,Calendars - Desk
29691,"Lang Turner Licensing Boxed Daily Desk Calendar, 5-1/4"" x 5-1/4"", Atlanta Falcons, January To December 2022",Learn a new trivia fact each day from the Lang Turner Licensing Boxed Daily Calendar. Perforated sheets offer easy removal at the end of the day.,<ul><li>Daily spreads include a new fact or piece of trivia.</li> <li>Built-in pop up stand allows efficient placement on your desk.</li> <li>Perforated pages are easy to remove.</li></ul>,,PERFECT TIMING INC,22998051429,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_331000,Desk Calendars,SUB_331002,Calendars - Desk
30966,"Cambridge® Monthly Wall Calendar, 15"" x 12"", Athena, January To December 2021, 1467-707","Display this monthly wall calendar from Cambridge near your desk to remind yourself of upcoming appointments, events and deadlines. The stylish design will complement your space nicely.",<ul><li>1 page per month. Past and future months reference are displayed on each page.</li> <li>Unruled daily blocks for flexible scheduling. </li> <li>12 months: January to December. </li> <li>Pages are securely wire-bound with a hanging loop.</li></ul>,,"ACCO BRANDS USA, LLC",1467-707-21,EA,1.96,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
28863,"Brownline® Monthly Desk Calendar, 17-3/4"" x 10-7/8"", 12 Months","Monitor your yearly schedule day by day with this Brownline monthly desk pad calendar. The 1-page-per-month design includes blank daily blocks for effective scheduling, and all the sheets have a calendar at the bottom for convenient referencing. A note ar",<ul><li>1 page layout for simple monthly scheduling.</li> <li>Blank blocks support versatile planning.</li> <li>12 months: January to December.</li> <li>Top-bound using a reinforced chipboard backing to handle constant handling.</li></ul>,,"REDIFORM, INC.",C181700-20DG20,EA,0.01,* Keep your schedule organized * 1 page per month * Tear-off pages FORAY pens Office Depot planners Sticky notes,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_331000,Desk Calendars,SUB_331002,Calendars - Desk
32280,"House of Doolittle Laminated Wipe Off Wall Calendar Earthscapes Scenic Reversible 24 x 37 Inches - Yearly - 1 Year - January to December - 1 Year Single Page Layout - 37"" x 24"" - Wall Mountable",,"<ul><li>Two sided vertical on one side and horizontal on the reverse with beautiful full color scenic photos</li> <li>Individually tubed for easy shipping</li> <li>Made in the USA</li> <li>Printed on 100% post-consumer recycled FSC certified paper with soy inks</li> <li>Horizontal block size for each day is 1-1/4"" x 1"" - Vertical block size is 1-1/8"" x 1-3/8"" inch for varied easy writing</li> <li>January - December featuring 12 months for easy planning</li> <li>Printed on 100% post-consumer recycled FSC certified paper with soy inks</li> <li>Individually tubed for easy shipping</li> <li>Heavy laminated write-on/ wipe-off surface wipes clean with a damp cloth for repeat use</li> <li>Four peel and stick tabs for hanging</li> <li>Includes water soluble marker</li> <li>Measures: 24"" x 37""</li></ul>","<p>A vibrant look is like a breath of fresh air with this full-color nature photo yearly wall calendar.</p> <p><a id=""gfk-spex-minisite"" rel=""nofollow"" href=""javascript:void(0)"" onclick=""javascript:window.open('//content.etilize.com/mini-site/en_us/1012442804.html','_blank','height=800,width=780,resizable=yes,scrollbars=yes,toolbar=no,menubar=no,location=no,directories=no,status=no');return false;"">More from the Manufacturer</a></p>",HOUSE OF DOOLITTLE,393,EA,27.57,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
29180,"House of Doolittle Small Blocks Desk Pad Calendar, 13"" x 18-1/2"", Blue/Gray, 100% Recycled, January To December 2021, HOD1646","Keep track of upcoming appointments and events with the House of Doolittle Small Blocks Desk Pad Calendar. Monthly spreads include large daily blocks with a dedicated notes section for you to jot down reminders, goals and to-do's.","<ul><li>1 page per month.</li> <li>Spreads include daily blocks for custom scheduling, a ruled column for notes and a full-year reference calendar.</li> <li>12 months: January to December.</li> <li>Heavy-duty chipboard-reinforced corners.</li> <li>Made with durable leatherette binding.</li> <li>Eco-conscious choice — has one or more meaningful eco-attributes or eco-labels.</li> <li>Recycled content — Product contains 100% total recycled content, including 100% post consumer content, helping you save resources and reduce waste. </li></ul>","<p>Compact desk pad offers a ruled notes section for tracking priorities and tasks, monthly planning. The compact size is ideal for smaller work spaces. Dated planning pages range 12 months from January to December. The one-page-per-month format includes a ruled column on the right for notes, lightly ruled daily blocks (1-1/2"" x 1-7/8""), holidays, count of days/days remaining, Sunday-through-Saturday scheduling, and a full-year reference calendar along the bottom of each month. Calendar is printed with deep blue and gray soy inks on recycled paper with a high percentage of post-consumer recycled material. Heavy-duty, chipboard reinforced corners match the blue leatherette binding at the top and secure the planning pages. Desk pad is nonrefillable.</p>",HOUSE OF DOOLITTLE,1646DG21,EA,4.37,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_331000,Desk Calendars,SUB_331002,Calendars - Desk
30095,"AT-A-GLANCE® Yearly Wall Calendar, 24"" x 36"", January To December 2020, PM1228","Keep an eye on long-term projects with this wall calendar. The calendar displays all 12 months of the year at once, so you can make plans by the quarter.",<ul><li>1 page per year. View all 12 months at once.</li> <li>Displays 4 rows of 3 months each for simple planning by quarter.</li> <li>12 months: January to December.</li></ul>,,"ACCO BRANDS USA, LLC",PM122820DG20,EA,0.01,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31415,,,<ul></ul>,,PERFECT TIMING INC,21998011886,EA,16.93,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
29271,,,<ul></ul>,,PERFECT TIMING INC,21998051378,EA,14.75,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_331000,Desk Calendars,SUB_331002,Calendars - Desk
31846,"TF Publishing Inspirational Wall Calendar, 12"" x 12"", Inspiring Women, January To December 2022","Brighten up your work space with the TF Publishing Inspirational Wall Calendar. Spacious monthly spreads give you plenty of room to jot down appointments, events and reminders while unique illustrations add style to your desk.",<ul><li>1 page per month.</li> <li>Spreads include spacious daily blocks for flexible scheduling.</li> <li>Special pages include a bonus 4-month preview of the upcoming year.</li> <li>12 months: January to December.</li> <li>Pages are securely saddle-stitched.</li></ul>,,"THE TIME FACTORY, INC.",22-1023,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
32424,"Lang Monthly Wall Calendar, 10”H x 13-7/16”W, Old Glory, January To December 2022",Stay on top of your busy schedule with help from the Lang monthly wall calendar. Each wall calendar features 12 full-color images to brighten your space.,<ul><li>1 page per month with spacious daily blocks.</li> <li>12 months: January to December.</li> <li>Linen-embossed paper stock offers durability.</li> <li>Brass hanging grommet helps prevent tearing.</li></ul>,,PERFECT TIMING INC,22991001934,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
28447,"ComplyRight™ 1099-OID Tax Forms, 2-Up, Payer Copy C and/or State/Copy 1, 2, Laser, 8-1/2"" x 11"", Pack Of 100 Forms","When tax season rolls around, your company will be glad you have these 1099-OID forms on hand. The forms are designed for reporting original issue discounts of $10 or more, and the acid-free sheets help fight fading.",<ul><li>Allow corporate and financial institutions to report original issue discounts of $10 or more.</li> <li>Acid-free paper to reduce yellowing over time.</li> <li>Compatible with laser printers.</li></ul>,,"TAX FORMS PRINTING, INC.",51655020,EA,8.19,,SEG_300000,"Dated, Forms & Record Keeping",CAT_320000,Business & Tax Forms,CLS_326000,Forms - Tax Preparation,SUB_326001,Forms - Tax
30463,"Willow Creek Press Animals Monthly Wall Calendar, Boxers, 12"" x 12"", January To December 2021","The wonderful visuals on this wall calendar from Willow Creek Press make it a worthy addition to your workspace. Plus, the large, unlined blocks give you the freedom to view multiple events and reminders at a glance.","<ul><li>1 page per month. Large, unlined blocks provide ample space to write activities, appointments, due dates and more.</li> <li>12 months: January to December. Displays holidays, observances and moon phases.</li> <li>High-quality paper stock is stapled together for secure binding.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Includes 12 stunning images of Boxers.</li></ul>",,WILLOW CREEK PRESS,10884,EA,14.15,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
30481,"Willow Creek Press Animals Monthly Wall Calendar, Cavalier King Charles Spaniel Puppies, 12"" x 12"", January To December 2021","The wonderful visuals on this wall calendar from Willow Creek Press make it a worthy addition to your workspace. Plus, the large, unlined blocks give you the freedom to view multiple events and reminders at a glance.","<ul><li>1 page per month. Large, unlined blocks provide ample space to write activities, appointments, due dates and more.</li> <li>12 months: January to December. Displays holidays, observances and moon phases.</li> <li>High-quality paper stock is stapled together for secure binding.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Includes 12 stunning images of Cavalier King Charles Spaniel puppies.</li></ul>",,WILLOW CREEK PRESS,14790,EA,14.2,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
29233,"TF Publishing Daily Desktop Box Calendar, 5-1/2"" x 5-1/2"", Every Day's A Holiday, January To December 2021","Stay on top of your schedule with help from a TF Publishing Daily Desktop Box Calendar. Each daily page has a notes section on the back for detailed planning, and stylish pages help to personalize your work space.",<ul><li>1 page per day with weekends combined.</li> <li>Notes pages located on the back allow for detailed planning.</li> <li>12 months: January to December.</li> <li>Attached easel makes it easy to stand the calendar on your desk.</li></ul>,,"THE TIME FACTORY, INC.",21-3114,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_331000,Desk Calendars,SUB_331002,Calendars - Desk
28550,"ComplyRight™ 1099-DIV Tax Forms, Electronic Reporting Mailer, 2-Part, Outside Copy C/Inside Copy B, Continuous, 9"" x 11"", Pack Of 100 Forms","Satisfy IRS reporting requirements with help from form 1099-DIV. Used to record dividends and distributions, this form helps make filing simple.","<ul><li>Used to report dividends and distributions for each person to whom you have paid dividends, withheld federal income tax on dividends or paid $600 or more as part of liquidation.</li> <li>Made with acid-free paper.</li> <li>Compatible with dot matrix printers.</li></ul>",,"TAX FORMS PRINTING, INC.",2132220,EA,35.4,,SEG_300000,"Dated, Forms & Record Keeping",CAT_320000,Business & Tax Forms,CLS_326000,Forms - Tax Preparation,SUB_326001,Forms - Tax
30044,"Day Designer Wall Calendar, 12"" x 12"", Sentimental Flower Coral, January To December 2020, 116892","Plan ahead with this Day Designer wall calendar. The spacious blocks make it easy to jot down appointments, birthdays and due dates, and the print adds an eye-catching touch.",<ul><li>1 page per month. Reference calendars are displayed on each page.</li> <li>12 months: January to December.</li> <li>Twin-wire binding has a loop for easy hanging.</li> <li>Sentimental Flower Coral print adds a touch of beauty to every page.</li></ul>,,BLUE SKY THE COLOR OF IMAGINATION LLC,116892,EA,0.01,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
29019,"Willow Creek Press Page-A-Day Daily Desk Calendar, 5-1/2"" x 6-1/4"", Classic Cars & Trucks, January To December 2022","Make sure you stay on track throughout your busy week with help from this calendar. The full-color photos add a fun and exciting look, and the calendar is designed with a page for each day, making it easy to plan everything.",<ul><li>1 page per day. Notes section helps you jot down reminders.</li> <li>12 months: January to December.</li> <li>Each of the 314 pages can be torn off when the day is through.</li> <li>Features a pop-up calendar stand.</li> <li>Sleek design.</li></ul>,,WILLOW CREEK PRESS,20449,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_331000,Desk Calendars,SUB_331002,Calendars - Desk
